BOREO.HE,ELISA.HE,ICP1V.HE,MEKKO.HE,NDA-FI.HE,NESTE.HE,OLVAS.HE,SAMPO.HE,UPM.HE,YIT.HE
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.06669134646654129,0.06669134646654129,0.18128588795661926,0.11664830893278122,0.18128588795661926,0.06669134646654129,0.10311346501111984,0.07482551038265228,0.0760754942893982,0.06669134646654129
0.05550570785999298,0.057033248245716095,0.05550570785999298,0.1192653551697731,0.15088017284870148,0.05550570785999298,0.15088017284870148,0.05550570785999298,0.14903801679611206,0.15088017284870148
0.056773364543914795,0.15432602167129517,0.15432602167129517,0.11351434886455536,0.056773364543914795,0.056773364543914795,0.09084684401750565,0.056773364543914795,0.10556730628013611,0.15432602167129517
0.07812374085187912,0.07812374085187912,0.07812374085187912,0.2123623639345169,0.09302955865859985,0.07812374085187912,0.07812374085187912,0.07812374085187912,0.07812374085187912,0.14774189889431
0.0653124749660492,0.0653124749660492,0.0653124749660492,0.16912899911403656,0.0653124749660492,0.15716440975666046,0.1384115368127823,0.0653124749660492,0.0844435915350914,0.12428906559944153
0.06761851906776428,0.06761851906776428,0.1387845128774643,0.18380619585514069,0.06761851906776428,0.18380619585514069,0.06761851906776428,0.06761851906776428,0.08789198845624924,0.06761851906776428
0.07500601559877396,0.15683777630329132,0.07500601559877396,0.08756854385137558,0.10167012363672256,0.20388750731945038,0.07500601559877396,0.07500601559877396,0.07500601559877396,0.07500601559877396
0.07038236409425735,0.10967645794153214,0.19131912291049957,0.08337074518203735,0.19131912291049957,0.07038236409425735,0.07038236409425735,0.07038236409425735,0.07038236409425735,0.0724027082324028
0.04948439449071884,0.06205474212765694,0.1345125436782837,0.1345125436782837,0.1345125436782837,0.06116940826177597,0.12746816873550415,0.062030404806137085,0.09974278509616852,0.1345125436782837
0.06639869511127472,0.07501162588596344,0.1804903745651245,0.06639869511127472,0.1804903745651245,0.06639869511127472,0.06639869511127472,0.06639869511127472,0.14077046513557434,0.091243676841259
