date,daily_return
2015-01-02,0.0
2015-01-05,-0.023664395141964396
2015-01-07,0.01560159445746951
2015-01-08,-0.0019075789008686922
2015-01-09,-0.0027102144791994413
2015-01-12,0.002999027336510751
2015-01-13,0.015855342179546386
2015-01-14,-0.022367726247661597
2015-01-15,0.003951915513475707
2015-01-16,0.012174148170865751
2015-01-20,0.023073736977692633
2015-01-21,0.02189091593590225
2015-01-22,0.01887268515162302
2015-01-23,0.03272324176615775
2015-01-26,-0.018519692189728806
2015-01-27,-0.013098462211193235
2015-01-28,0.005042753940094404
2015-01-29,-0.005092436808571843
2015-01-30,0.03011837399893797
2015-02-02,0.0013357202683812912
2015-02-03,0.006925606177967957
2015-02-04,0.02957586090794161
2015-02-05,0.03903561893763115
2015-02-06,0.0002660737318315987
2015-02-09,0.044492110355986436
2015-02-10,0.0064071981143443025
2015-02-11,-0.009285044365971037
2015-02-12,-0.0054411467572059394
2015-02-13,0.006270321050391804
2015-02-17,0.023236053012625362
2015-02-18,0.015867291226694474
2015-02-19,-0.009683243212076621
2015-02-20,-0.006802642737613719
2015-02-23,-0.0013620605503495942
2015-02-24,0.006513802906099836
2015-02-25,0.004071219892098803
2015-02-26,0.008713224024077952
2015-02-27,-0.008525853656738226
2015-03-02,-0.01195736260807492
2015-03-03,-0.0019002454347168032
2015-03-04,0.006313624751229123
2015-03-05,-0.006244802105934264
2015-03-06,0.01494377398012543
2015-03-09,-0.004007669117189664
2015-03-10,-0.005641499403763028
2015-03-11,0.010406140994465046
2015-03-12,0.0003177579419097894
2015-03-13,-0.008883136194098445
2015-03-16,-0.013111682732184458
2015-03-17,0.009849756853331575
2015-03-18,-0.00261961188848496
2015-03-19,0.008538299038716508
2015-03-20,-7.62749439291166e-05
2015-03-23,0.0034978997900256305
2015-03-24,0.013655034448189579
2015-03-25,-0.009132617068859136
2015-03-26,-0.018631264471909426
2015-03-27,0.008860220531599652
2015-03-30,0.011971464734601424
2015-03-31,-0.012215700938455287
2015-04-01,0.006523113135391405
2015-04-02,0.0015207715159808355
2015-04-07,0.010094889352196525
2015-04-08,0.015229566949454609
2015-04-09,0.0161176844268376
2015-04-10,0.0021379145036948786
2015-04-13,0.017759499898913726
2015-04-14,0.005048006785641211
2015-04-15,-0.010346479221014969
2015-04-16,0.0016697623550030404
2015-04-17,-0.012690987961392147
2015-04-20,-0.002289356246932854
2015-04-21,0.019337216916388858
2015-04-22,-0.01464769489238604
2015-04-23,-0.008167667063226875
2015-04-24,0.0072166967555031426
2015-04-27,-0.012455453892450723
2015-04-28,0.005574955060348352
2015-04-29,0.0035499507303903928
2015-04-30,-0.00014885819566998063
2015-05-04,0.010367373548435197
2015-05-05,-0.019301515887018603
2015-05-06,0.000438816394996726
2015-05-07,0.016449912406126057
2015-05-08,0.028458037928141267
2015-05-11,-0.005499401377323182
2015-05-12,-0.019972564292401816
2015-05-13,0.010639575458532469
2015-05-15,-0.00662419560623553
2015-05-18,-0.008807062434507603
2015-05-19,0.026239216606189976
2015-05-20,0.012320857224984959
2015-05-21,0.00754406008327948
2015-05-22,0.009778841172854194
2015-05-26,0.020510551312193204
2015-05-27,0.03276992910252083
2015-05-28,-0.020956424561715405
2015-05-29,-0.011137081711738512
2015-06-01,0.00379224548648584
2015-06-02,0.003969907330942171
2015-06-03,-0.0035473738142225665
2015-06-04,-0.009227799681086146
2015-06-05,-0.011576165939457216
2015-06-08,-0.004206032129492706
2015-06-09,0.0026529738904718632
2015-06-10,0.012232980381210118
2015-06-11,0.0027117157103187656
2015-06-12,-0.01468773244100872
2015-06-15,-0.016954352072662028
2015-06-16,0.01774668593736097
2015-06-17,-0.010485085553163565
2015-06-18,-0.004121149846969084
2015-06-22,0.03347532120637277
2015-06-23,0.01537760670209113
2015-06-24,0.0020470844941058042
2015-06-25,0.013178500166894824
2015-06-26,0.000780337067719
2015-06-29,-0.02145535344939792
2015-06-30,-0.006656724607713146
2015-07-01,0.0013619431700334626
2015-07-02,0.021917547926130737
2015-07-06,-0.009546695964852242
2015-07-07,-0.02381739705046963
2015-07-08,0.0011696475247405108
2015-07-09,0.02916316295816561
2015-07-10,0.019288651635309968
2015-07-13,0.02011098016789313
2015-07-14,0.011159772184631378
2015-07-15,0.0034364480696279153
2015-07-16,-0.002652574226965918
2015-07-17,0.001652610584241343
2015-07-20,0.0007961879707975083
2015-07-21,-0.011700143006334639
2015-07-22,-0.0018326304915938564
2015-07-23,-0.0011422058025583252
2015-07-24,-0.008811310795938635
2015-07-27,-0.013891935040689321
2015-07-28,-0.018722628585528842
2015-07-29,0.0022750717643296083
2015-07-30,-3.900030806299089e-05
2015-07-31,0.002389505388463992
2015-08-03,0.012524289347393462
2015-08-04,0.020465095373895632
2015-08-05,0.006063413678336703
2015-08-06,0.034319803029733836
2015-08-07,0.01061076691838549
2015-08-10,0.031183050879296476
2015-08-11,-0.013500019491877617
2015-08-12,-0.025373060065073925
2015-08-13,0.01068314036566307
2015-08-14,-0.001826304921679218
2015-08-17,0.0015091584166581403
2015-08-18,-0.0076884078977262765
2015-08-19,-0.015597821822430552
2015-08-20,-0.0175155234295683
2015-08-21,-0.016165885422705695
2015-08-24,-0.05876921332695316
2015-08-25,0.04393155817204971
2015-08-26,-0.0053778908827831545
2015-08-27,0.028390848824600017
2015-08-28,0.013163641757680693
2015-08-31,-0.01591932110266138
2015-09-01,-0.018032423376348958
2015-09-02,0.016339002281387013
2015-09-03,0.04670428317843128
2015-09-04,-0.010138685814660793
2015-09-08,0.04984089531687351
2015-09-09,0.004928523408778782
