date,tic,open,high,low,close,volume,oil_chg,yield_chg
2014-12-09,BOREO,4.25,4.25,4.25,3.412212371826172,0,0.00982012195965365,-0.016393416647088932
2014-12-09,ELISA,23.610000610351562,23.81999969482422,23.440000534057617,15.383612632751465,389383,0.00982012195965365,-0.016393416647088932
2014-12-09,ICP1V,0.32189300656318665,0.32189300656318665,0.31167399883270264,0.31167399883270264,2388,0.00982012195965365,-0.016393416647088932
2014-12-09,MEKKO,1.850000023841858,1.850000023841858,1.805999994277954,1.3349940776824951,11685,0.00982012195965365,-0.016393416647088932
2014-12-09,NDA-FI,10.079999923706055,10.149999618530273,9.96500015258789,5.168290615081787,1273926,0.00982012195965365,-0.016393416647088932
2014-12-09,NESTE,6.550000190734863,6.559999942779541,6.366665840148926,4.8813605308532715,4810761,0.00982012195965365,-0.016393416647088932
2014-12-09,OLVAS,21.93000030517578,22.0,21.549999237060547,15.422765731811523,1743,0.00982012195965365,-0.016393416647088932
2014-12-09,SAMPO,35.206932067871094,35.404117584228516,34.90218734741211,21.76735496520996,879897,0.00982012195965365,-0.016393416647088932
2014-12-09,UPM,13.479999542236328,13.510000228881836,13.210000038146973,8.450420379638672,2578274,0.00982012195965365,-0.016393416647088932
2014-12-09,YIT,5.204999923706055,5.284999847412109,5.150000095367432,3.4700124263763428,589073,0.00982012195965365,-0.016393416647088932
2014-12-10,BOREO,4.25,4.25,4.25,3.412212371826172,1000,-0.03889884225872098,-0.02297302594520345
2014-12-10,ELISA,23.600000381469727,23.8700008392334,23.549999237060547,15.455314636230469,409341,-0.03889884225872098,-0.02297302594520345
2014-12-10,ICP1V,0.32700198888778687,0.3372209966182709,0.31678301095962524,0.31678301095962524,6282,-0.03889884225872098,-0.02297302594520345
2014-12-10,MEKKO,1.8200000524520874,1.850000023841858,1.8200000524520874,1.3349940776824951,5600,-0.03889884225872098,-0.02297302594520345
2014-12-10,NDA-FI,10.050000190734863,10.130000114440918,10.010000228881836,5.178615093231201,622576,-0.03889884225872098,-0.02297302594520345
2014-12-10,NESTE,6.406665802001953,6.513332843780518,6.236666202545166,4.937263011932373,3865608,-0.03889884225872098,-0.02297302594520345
2014-12-10,OLVAS,21.610000610351562,21.770000457763672,21.479999542236328,15.551345825195312,4421,-0.03889884225872098,-0.02297302594520345
2014-12-10,SAMPO,34.98285675048828,35.26967239379883,34.87529754638672,21.717147827148438,681606,-0.03889884225872098,-0.02297302594520345
2014-12-10,UPM,13.270000457763672,13.470000267028809,13.239999771118164,8.494962692260742,1614814,-0.03889884225872098,-0.02297302594520345
2014-12-10,YIT,5.239999771118164,5.28000020980835,5.175000190734863,3.443397283554077,420679,-0.03889884225872098,-0.02297302594520345
2014-12-11,BOREO,4.25,4.25,4.25,3.412212371826172,0,-0.008717272372600449,0.004149406783992671
