date,transaction_costs
2015-10-07,654.0261548513823
2015-10-08,520.5212299171998
2015-10-09,517.0792369272513
2015-10-12,838.1812719982875
2015-10-13,881.4539789031594
2015-10-14,878.6054118992985
2015-10-15,669.8472427225636
2015-10-16,462.30254301402186
2015-10-19,823.6689562033272
2015-10-20,409.9528771897708
2015-10-21,499.0511184627187
2015-10-22,576.053614255036
2015-10-23,700.0149711589837
2015-10-26,680.4866910851493
2015-10-27,544.8676570669828
2015-10-28,577.6098444267795
2015-10-29,759.4140605613259
2015-10-30,419.85178865681115
2015-11-02,700.6141593486765
2015-11-03,579.9091803953381
2015-11-04,411.3393453293715
2015-11-05,597.7179285897927
2015-11-06,348.2485667268559
2015-11-09,689.4567923923277
2015-11-10,177.28484382716778
2015-11-11,689.5645937359042
2015-11-12,619.2903819258828
2015-11-13,765.6614005325051
2015-11-16,542.0682358552389
2015-11-17,968.7368330613789
2015-11-18,433.2639455324404
2015-11-19,545.7884838423512
2015-11-20,762.2438473908958
2015-11-23,699.5343015951735
2015-11-24,635.0790442386077
2015-11-25,620.052326880264
2015-11-27,502.1112368606772
2015-11-30,270.0599056327664
2015-12-01,1051.8941142560805
2015-12-02,803.7193638954628
2015-12-03,670.2683930850314
2015-12-04,685.4973295188472
2015-12-07,900.6388791497712
2015-12-08,519.0464598861372
2015-12-09,738.6177428877774
2015-12-10,795.535733260468
2015-12-11,671.5339139753041
2015-12-14,633.8933911612875
2015-12-15,397.2622659092358
2015-12-16,539.9232617624683
2015-12-17,834.7968270922752
2015-12-18,411.88383705691837
2015-12-21,412.25170747219806
2015-12-22,487.8772060039213
2015-12-23,785.1416259866388
2015-12-28,724.6505895478167
2015-12-29,746.4261366661954
2015-12-30,959.4847981438822
2016-01-04,805.4103822954975
2016-01-05,537.7212610642848
2016-01-07,466.22970549590013
2016-01-08,715.1091337714703
2016-01-11,1048.494082277033
2016-01-12,563.9712341247059
2016-01-13,652.724700584205
2016-01-14,671.9236061734789
2016-01-15,738.2492115798769
2016-01-19,600.8852341531722
2016-01-20,499.80425059372595
2016-01-21,746.0295699072551
2016-01-22,448.9677925248057
2016-01-25,354.52624497108735
2016-01-26,547.3665691494847
2016-01-27,666.4053875628879
2016-01-28,745.517321956149
2016-01-29,751.643846208091
2016-02-01,482.1476866623753
2016-02-02,549.5079649237182
2016-02-03,647.7880523011319
2016-02-04,384.33741961365
2016-02-05,712.5025586116274
2016-02-08,864.8314471622912
2016-02-09,691.9894423172846
2016-02-10,540.1019952273758
2016-02-11,489.6144384464604
2016-02-12,495.5180473037572
2016-02-16,418.1421905017136
2016-02-17,672.8320789568613
2016-02-18,545.9815209497086
2016-02-19,647.4396260621601
2016-02-22,597.471090988396
2016-02-23,487.9456986978939
2016-02-24,674.3479221111114
2016-02-25,649.0088931021056
2016-02-26,564.5691312815359
2016-02-29,754.7921928942665
2016-03-01,511.5889088061478
2016-03-02,444.5834479053332
2016-03-03,663.3980844962579
2016-03-04,625.7025725312322
2016-03-07,768.5420750425803
2016-03-08,697.2301771163559
2016-03-09,433.8493136506183
2016-03-10,841.4516196781805
2016-03-11,708.90329738807
2016-03-14,540.3436291061715
2016-03-15,679.4011592758109
2016-03-16,363.3062981367142
2016-03-17,493.09974910401326
2016-03-18,634.8976384409831
2016-03-21,922.3078378706616
2016-03-22,677.657851855751
2016-03-23,643.4019963672887
2016-03-24,776.9950429554814
2016-03-29,838.5615647752306
2016-03-30,587.2094264650981
2016-03-31,854.5739628934475
2016-04-01,515.224914020323
2016-04-04,1013.2544801449136
2016-04-05,503.69751229762426
2016-04-06,498.3647688494225
2016-04-07,422.4014644901284
2016-04-08,649.6082582001502
2016-04-11,687.5611545494187
2016-04-12,715.5353570790006
2016-04-13,683.5505327815631
2016-04-14,806.3445182840701
2016-04-15,489.4059383265559
2016-04-18,437.6162694174065
2016-04-19,689.8183533094497
2016-04-20,641.9934110494481
2016-04-21,669.0666017200851
2016-04-22,751.4896263750413
2016-04-25,376.1509000339586
2016-04-26,635.1215489435712
2016-04-27,690.304882261917
2016-04-28,688.7030554621631
2016-04-29,697.2895072505311
2016-05-02,738.7764355000282
2016-05-03,556.037259160506
2016-05-04,531.6086530875391
2016-05-06,558.6509471678651
2016-05-09,621.6155937232394
2016-05-10,625.6308877938359
2016-05-11,645.4420196670615
2016-05-12,810.5531436057821
2016-05-13,806.8614004131065
2016-05-16,733.4581841852413
2016-05-17,609.1056354512406
2016-05-18,431.5141798750272
2016-05-19,789.3381222151436
2016-05-20,455.6892947586408
2016-05-23,618.4741197717543
2016-05-24,636.8210693124475
2016-05-25,400.8408255442104
2016-05-26,690.2495103244989
2016-05-27,523.1754777163235
2016-05-31,442.09002108271545
2016-06-01,607.46820354193
2016-06-02,648.3552144269635
2016-06-03,290.5889133589545
2016-06-06,925.4216338767542
2016-06-07,696.9447421410274
2016-06-08,432.3175137695772
2016-06-09,611.8030312263035
2016-06-10,459.05187091548237
2016-06-13,329.1238640596606
2016-06-14,443.8133117302499
2016-06-15,230.31575756936013
2016-06-16,648.5552403800646
2016-06-17,355.1257251560085
2016-06-20,487.7522812599736
2016-06-21,671.457726045316
2016-06-22,649.0897743062786
2016-06-23,750.9091849640264
2016-06-27,713.2663675499139
2016-06-28,752.8167006055724
2016-06-29,466.5597487940053
2016-06-30,668.64218979605
2016-07-01,868.8920633353035
2016-07-05,313.9873970575073
2016-07-06,828.0158993157648
2016-07-07,608.3441332695551
2016-07-08,367.69932842131146
2016-07-11,503.7909725573301
2016-07-12,490.20766457749187
2016-07-13,630.7370458321726
2016-07-14,442.3289980511184
2016-07-15,601.1847428687156
2016-07-18,673.3227583572269
2016-07-19,413.16207223134205
2016-07-20,435.95486898953965
2016-07-21,479.00286796844944
2016-07-22,586.6024941849782
2016-07-25,565.3390245645146
2016-07-26,681.1207922719225
2016-07-27,658.3529209444545
2016-07-28,634.0627650538487
2016-07-29,889.9023930805894
2016-08-01,579.3540149885496
2016-08-02,834.143684977345
2016-08-03,468.50353728447305
2016-08-04,727.6247367869773
2016-08-05,425.832586731852
2016-08-08,635.534837524813
2016-08-09,650.4838446369845
2016-08-10,494.366824761016
2016-08-11,748.9918394746911
2016-08-12,902.5326378574846
2016-08-15,884.0649163043761
2016-08-16,637.0210913032372
2016-08-17,715.2262179499754
2016-08-18,732.5709418424982
2016-08-19,630.1440740500911
2016-08-22,769.6332790738472
2016-08-23,840.0573423515591
2016-08-24,554.3855765228925
2016-08-25,781.8178636128366
2016-08-26,693.3368627472622
2016-08-29,561.8253368158528
2016-08-30,872.5579970914415
2016-08-31,609.2138303260163
2016-09-01,793.4144378413796
2016-09-02,389.10121471480323
2016-09-06,560.7383508116623
2016-09-07,346.8950650813755
2016-09-08,780.8362290720114
2016-09-09,445.8831829692172
2016-09-12,522.3033368698979
2016-09-13,872.3383083955065
2016-09-14,518.6664187809831
2016-09-15,566.0322622359039
2016-09-16,704.9055142243283
2016-09-19,964.3045770626413
2016-09-20,422.66820737957744
2016-09-21,609.3968887350547
2016-09-22,640.4816708509665
2016-09-23,858.75385231756
2016-09-26,935.3488975984399
2016-09-27,640.3342898567913
2016-09-28,1002.2644889209593
2016-09-29,842.993424125958
2016-09-30,656.2542910694403
2016-10-03,589.2829909817317
2016-10-04,676.6404070605571
2016-10-05,385.92842768817314
2016-10-06,557.5231359179758
2016-10-07,656.9505038297775
2016-10-11,769.6841704237781
2016-10-12,870.5031023375204
2016-10-13,866.769253870464
2016-10-14,584.879982312175
2016-10-17,611.8104848208156
2016-10-18,431.58962589123905
2016-10-19,704.2931502344318
2016-10-20,487.76366578183735
2016-10-21,736.2230486300623
2016-10-24,660.4458997527062
2016-10-25,654.258333101066
2016-10-26,894.9764530367524
2016-10-27,508.1057658409259
2016-10-28,868.4959808933284
2016-10-31,797.2960379154036
2016-11-01,908.1788496901951
2016-11-02,828.6206868576248
2016-11-03,653.0729438683079
2016-11-04,830.6021826426316
2016-11-07,848.0259451391556
2016-11-08,639.6841642743816
2016-11-09,311.84090565702616
2016-11-10,555.9990998929102
2016-11-14,588.991956327898
2016-11-15,688.38725242292
2016-11-16,566.677120087778
2016-11-17,494.75710642202966
2016-11-18,736.1508313973396
2016-11-21,699.3941532176854
2016-11-22,685.7101617070231
2016-11-23,763.9942994041209
2016-11-25,840.5601404185606
2016-11-28,507.04728396311714
2016-11-29,739.2469038505095
2016-11-30,523.9247002683306
2016-12-01,796.9697458876889
2016-12-02,531.9387255076006
2016-12-05,547.8131118874649
2016-12-07,463.71975501683306
2016-12-08,770.3579844265936
2016-12-09,870.6529739443713
2016-12-12,837.5597966450447
2016-12-13,614.5979683797233
2016-12-14,448.9312426764277
2016-12-15,516.7929434792392
2016-12-16,573.5561726245395
2016-12-19,577.6200524577366
2016-12-20,859.8539938956474
2016-12-21,1107.84977497258
2016-12-22,411.37357329867274
2016-12-23,691.5463314149698
2016-12-27,603.6008673885849
2016-12-28,805.8344694135042
2016-12-29,535.3519847037779
2016-12-30,535.8217196894846
2017-01-03,582.688151404423
2017-01-04,722.7523842752038
2017-01-05,781.9343870290927
2017-01-09,974.1807638265825
2017-01-10,618.6815553924629
2017-01-11,723.8269901923509
2017-01-12,579.2325517010433
2017-01-13,441.91785966215343
2017-01-17,719.1086038991211
2017-01-18,716.3714653987669
2017-01-19,1003.917118368123
2017-01-20,640.6216266376207
2017-01-23,736.9582021003935
2017-01-24,597.8480556486886
2017-01-25,726.223565986191
2017-01-26,542.5212715061738
2017-01-27,817.1178520302365
2017-01-30,262.17117883423685
2017-01-31,530.4384236373041
2017-02-01,713.1510243643081
2017-02-02,612.0640519178564
2017-02-03,755.5152077663803
2017-02-06,825.3265557868967
2017-02-07,776.410065961863
2017-02-08,737.59732677717
2017-02-09,681.1982735731351
2017-02-10,699.5873409416223
2017-02-13,397.48714052061524
2017-02-14,780.0799493375969
2017-02-15,1041.4201535508487
2017-02-16,453.54241399001046
2017-02-17,876.3501725603369
2017-02-21,760.9443159846977
2017-02-22,625.1796960669953
2017-02-23,791.2547103345742
2017-02-24,734.841862866358
2017-02-27,1047.604932260946
2017-02-28,747.8334631340831
2017-03-01,825.9265423621695
2017-03-02,875.383010629549
2017-03-03,771.3092165467986
2017-03-06,845.3978970482991
2017-03-07,944.6384729719917
2017-03-08,531.5377416081706
2017-03-09,779.5512397598837
2017-03-10,518.9224547933073
2017-03-13,480.39588322415506
2017-03-14,568.8200363213218
2017-03-15,616.7679546005094
2017-03-16,685.1822995964183
2017-03-17,834.5923277287068
2017-03-20,703.8545999826222
2017-03-21,654.489932742249
2017-03-22,438.7285853391442
2017-03-23,598.5642446385933
2017-03-24,711.2503493434509
2017-03-27,645.9779371013711
2017-03-28,1020.999317413492
2017-03-29,715.8027705765178
2017-03-30,786.324245336499
2017-03-31,491.3929780086152
2017-04-03,372.9885229703214
2017-04-04,736.8759220355038
2017-04-05,944.434765247038
2017-04-06,709.3006323870732
2017-04-07,484.75038428130983
2017-04-10,722.7781699734822
2017-04-11,742.8136851627254
2017-04-12,1089.7005976352877
2017-04-13,812.7790762893305
2017-04-18,674.7181101690522
2017-04-19,479.00894823466933
2017-04-20,825.9271650862728
2017-04-21,720.7089157560099
2017-04-24,716.3322226064747
2017-04-25,843.2076526982659
2017-04-26,753.0911229672256
2017-04-27,601.649246552444
2017-04-28,745.085157125871
2017-05-02,763.0174405003241
2017-05-03,1076.6129433698375
2017-05-04,690.8646637817294
2017-05-05,662.973630730665
2017-05-08,1076.5776009860222
2017-05-09,468.9371837672168
2017-05-10,608.4946488012553
2017-05-11,1001.2048838707759
2017-05-12,849.3257987476874
2017-05-15,974.9873303588633
2017-05-16,864.6144947886455
2017-05-17,568.9530911988167
2017-05-18,751.5741849104782
2017-05-19,326.5194074729638
2017-05-22,678.0888118528688
2017-05-23,686.3298285063817
2017-05-24,899.8273024833339
2017-05-26,704.0351583741295
2017-05-30,1027.0001594999326
2017-05-31,587.917909133635
2017-06-01,988.0528825266853
2017-06-02,883.8850544467086
2017-06-05,915.94849239017
2017-06-06,790.7791642055422
2017-06-07,880.4321867703436
2017-06-08,789.4931790959504
2017-06-09,639.5693116953844
2017-06-12,921.8350003446021
2017-06-13,891.8677511718066
2017-06-14,622.9852993185928
2017-06-15,1288.1606793117999
2017-06-16,691.7767370485931
2017-06-19,691.0651860496838
2017-06-20,995.2156854641552
2017-06-21,1008.3311570507042
2017-06-22,775.9789287752078
2017-06-26,754.0292581387748
2017-06-27,882.2864921701333
2017-06-28,937.0015944974665
2017-06-29,836.7567140718587
2017-06-30,1076.3856679345968
2017-07-03,620.885190707153
2017-07-05,1151.3165669278362
2017-07-06,780.5130313872306
2017-07-07,699.4328323838439
2017-07-10,989.6636825774874
2017-07-11,910.1359008766109
2017-07-12,918.3608700296821
2017-07-13,1238.510979401816
2017-07-14,920.7264657558638
2017-07-17,924.2222294755526
2017-07-18,673.7048329061724
2017-07-19,636.8408960661612
2017-07-20,946.7290198882533
2017-07-21,981.4447050723917
2017-07-24,478.9892846484048
2017-07-25,1020.4524037490584
2017-07-26,835.7038064247056
2017-07-27,510.7804167625573
2017-07-28,429.3365811745536
2017-07-31,740.6054070709962
2017-08-01,440.62275943306673
2017-08-02,1222.079991639593
2017-08-03,1085.204719614139
2017-08-04,638.7153019202674
2017-08-07,881.4312973487159
2017-08-08,984.9930532773344
2017-08-09,748.9888954893423
2017-08-10,830.8137010746642
2017-08-11,859.0283748952592
2017-08-14,692.0112296499235
2017-08-15,473.63574635545973
2017-08-16,781.8020859055443
2017-08-17,809.3690057837761
2017-08-18,521.2195305359763
2017-08-21,717.0224359161351
2017-08-22,926.9557113246123
2017-08-23,804.4629989304639
2017-08-24,606.1533710060262
2017-08-25,688.7891053822607
2017-08-28,926.4289162354532
2017-08-29,369.5526677466187
2017-08-30,435.0020610845267
2017-08-31,637.1321653433498
2017-09-01,987.4446850003682
2017-09-05,1045.0217852613887
2017-09-06,730.7813626873474
2017-09-07,681.8401216290129
2017-09-08,467.373365158594
2017-09-11,872.6575935663648
2017-09-12,791.6039960909729
2017-09-13,561.2161909978214
2017-09-14,410.24758968314444
2017-09-15,708.4556505927208
2017-09-18,845.6519493139566
2017-09-19,997.2270886817741
2017-09-20,618.6687690217042
2017-09-21,521.115322895819
2017-09-22,422.7427487215896
2017-09-25,1007.0810704215465
2017-09-26,983.7781916065767
2017-09-27,618.4726103147474
2017-09-28,288.9166835627677
2017-09-29,313.7015486264794
2017-10-02,838.8777521694764
2017-10-03,838.8410317575434
2017-10-04,780.8107421203091
2017-10-05,813.823822759926
2017-10-06,618.6848499162257
2017-10-09,312.87819074032774
2017-10-10,600.1266056354032
2017-10-11,1011.118008572675
2017-10-12,358.98568606035684
2017-10-13,949.6632677406666
2017-10-16,683.2127739226385
2017-10-17,829.7537319593251
2017-10-18,956.7297527341685
2017-10-19,1171.1150977100767
2017-10-20,783.7975979160956
2017-10-23,837.8888775718982
2017-10-24,668.9057112874315
2017-10-25,782.9531433155146
2017-10-26,763.6794176973247
2017-10-27,201.78388791609862
2017-10-30,1028.8990935817571
2017-10-31,908.0932768027711
2017-11-01,569.1261159211911
2017-11-02,911.1240599437818
2017-11-03,913.307399101089
2017-11-06,860.3082369105804
2017-11-07,660.6873615870438
2017-11-08,775.6087962711871
2017-11-09,1128.18989759053
2017-11-10,555.4639578064293
2017-11-13,452.27080235380845
2017-11-14,863.7389113972848
2017-11-15,440.047927971744
2017-11-16,739.5869553583645
2017-11-17,887.0893832490843
2017-11-20,1021.5932874052514
2017-11-21,894.4775763004754
2017-11-22,686.6288249124016
2017-11-24,786.4686346419685
2017-11-27,779.029551597838
2017-11-28,294.5073161131225
2017-11-29,820.8328715314467
2017-11-30,908.9912837842993
2017-12-01,427.41783883667176
2017-12-04,696.0391215474776
2017-12-05,760.921342485015
2017-12-07,649.3492725269917
2017-12-08,484.9289667439676
2017-12-11,620.8115300667425
2017-12-12,959.5022552262915
2017-12-13,752.8122450109146
2017-12-14,959.4611015494905
2017-12-15,942.0260242320531
2017-12-18,797.0091746417066
2017-12-19,527.5515668631442
2017-12-20,690.2619912506087
2017-12-21,553.6930983851479
2017-12-22,492.69534466585725
2017-12-27,694.6194417304162
2017-12-28,829.2145750864166
2017-12-29,605.3203662108682
2018-01-02,703.8409124171123
2018-01-03,696.5692302811054
2018-01-04,643.2291200194506
2018-01-05,571.1283549138539
2018-01-08,574.8462953534045
2018-01-09,722.1229206442973
2018-01-10,551.0962023921018
2018-01-11,512.7335455871704
2018-01-12,1092.0963691243676
2018-01-16,752.0502223329686
2018-01-17,676.0253850311751
2018-01-18,778.2112768885326
2018-01-19,486.275182821373
2018-01-22,679.3288574983196
2018-01-23,742.9488959141228
2018-01-24,875.3457063730547
2018-01-25,620.1119653906419
2018-01-26,688.4792369567111
2018-01-29,841.5678577917868
2018-01-30,678.6401902600089
2018-01-31,845.4182842780765
2018-02-01,593.564614206527
2018-02-02,1076.136491588813
2018-02-05,957.4681169126354
2018-02-06,879.8385321197158
2018-02-07,804.9813287186712
2018-02-08,416.2252019066691
2018-02-09,729.2183370664376
2018-02-12,949.0737279862959
2018-02-13,1285.2161908376927
2018-02-14,657.7055476718649
2018-02-15,507.51791342710527
2018-02-16,740.5951196584708
2018-02-20,617.6892393666803
2018-02-21,738.0098295326414
2018-02-22,921.4299087095081
2018-02-23,729.4567754492435
2018-02-26,910.877351007716
2018-02-27,329.71410199226415
2018-02-28,1034.382210767545
2018-03-01,1024.0373675381072
2018-03-02,678.2234897013066
2018-03-05,1028.8812820373516
2018-03-06,907.4325710723789
2018-03-07,1074.1204461004702
2018-03-08,895.4019173076284
2018-03-09,615.2383185829991
2018-03-12,794.590665792689
2018-03-13,949.3345018052489
2018-03-14,602.8123463347887
2018-03-15,448.763744662444
2018-03-16,878.1477273609531
2018-03-19,938.1221667104601
2018-03-20,680.1219257935606
2018-03-21,660.183604758725
2018-03-22,906.1144315184134
2018-03-23,798.9938423869778
2018-03-26,794.7547337562218
2018-03-27,680.2093648842854
2018-03-28,742.1091804755741
2018-03-29,379.72024113395366
2018-04-03,789.6578191290471
2018-04-04,525.239261918075
2018-04-05,413.99843086671217
2018-04-06,891.670581540687
2018-04-09,792.9263999190507
2018-04-10,680.7694346239069
2018-04-11,863.059720829366
2018-04-12,763.2400547354297
2018-04-13,537.0017989738034
2018-04-16,976.9176032227331
2018-04-17,849.4113969357425
2018-04-18,755.546191650156
2018-04-19,849.4408311595593
2018-04-20,888.1977152799785
2018-04-23,895.2733277962453
2018-04-24,592.6375775172291
2018-04-25,650.6183873231812
2018-04-26,913.246246179242
2018-04-27,948.6594679986929
2018-04-30,782.4125515320278
2018-05-02,743.7815649623523
2018-05-03,340.8763410675621
2018-05-04,633.9867121633713
2018-05-07,743.2826859934092
2018-05-08,596.2762595147537
2018-05-09,739.7726921891383
2018-05-11,325.12590148883163
2018-05-14,600.5448925117979
2018-05-15,643.648184950654
2018-05-16,748.366831897219
2018-05-17,837.2418808190796
2018-05-18,769.684582784871
2018-05-21,795.8432812678357
2018-05-22,660.3229726199495
2018-05-23,664.9601873529836
2018-05-24,979.088982022348
2018-05-25,384.11093954335985
2018-05-29,762.0099313757818
2018-05-30,1109.413232414996
2018-05-31,566.3632473690529
2018-06-01,984.3316005931202
2018-06-04,647.4214752253229
2018-06-05,794.1599526866685
2018-06-06,836.1656658190609
2018-06-07,585.6243937331311
2018-06-08,705.7211061665283
2018-06-11,1036.1997538091066
2018-06-12,562.3848454267244
2018-06-13,747.3316240834273
2018-06-14,976.2743795983565
2018-06-15,721.5649285241685
2018-06-18,858.59965585703
2018-06-19,822.4924599986016
2018-06-20,857.8609888830483
2018-06-21,476.71364620039543
2018-06-25,646.3471764804951
2018-06-26,383.5859546553869
2018-06-27,691.773886968421
2018-06-28,829.264100981669
2018-06-29,488.38565531646316
2018-07-02,918.6462617436495
2018-07-03,965.8789546468902
2018-07-05,749.6221527919815
2018-07-06,980.1445927503971
2018-07-09,607.9331210605857
2018-07-10,525.5598618952279
2018-07-11,714.8215676103521
2018-07-12,887.352556932867
2018-07-13,1002.9194317395772
2018-07-16,789.3431425859119
2018-07-17,627.4289927539747
2018-07-18,808.8085694731691
2018-07-19,677.6150272850607
2018-07-20,517.6889740452907
2018-07-23,487.7292099392691
2018-07-24,777.4829158307317
2018-07-25,934.1219827829013
2018-07-26,670.3460248391001
2018-07-27,783.0067781792737
2018-07-30,577.647599409783
2018-07-31,792.4995421031655
2018-08-01,526.0592664830352
2018-08-02,320.3392305238983
2018-08-03,514.3055101825242
2018-08-06,820.0871680423475
2018-08-07,842.4641778136603
2018-08-08,897.096677014258
2018-08-09,883.0874123327636
2018-08-10,810.9902506717983
2018-08-13,1041.9233484869585
2018-08-14,855.8323813182114
2018-08-15,859.5738708014917
2018-08-16,612.5264121982918
2018-08-17,610.4510437929598
2018-08-20,606.9317038480768
2018-08-21,620.4701658464824
2018-08-22,659.2787864078296
2018-08-23,940.1164430993106
2018-08-24,821.3821358574543
2018-08-27,764.5558890847888
2018-08-28,952.0979839072302
2018-08-29,620.1680667953918
2018-08-30,896.4130588574375
2018-08-31,662.7330102340337
2018-09-04,518.4116646693245
2018-09-05,757.6171910808139
2018-09-06,728.787846164437
2018-09-07,984.631877326277
2018-09-10,479.5020397834103
2018-09-11,908.4974777622243
2018-09-12,855.2768370223342
2018-09-13,895.0735638815337
2018-09-14,843.2650903710988
2018-09-17,579.6539197816
2018-09-18,1024.8602769753293
2018-09-19,786.0239989099935
2018-09-20,690.880172987394
2018-09-21,248.31339620337417
2018-09-24,677.8735323955973
2018-09-25,481.1913067149341
2018-09-26,782.8304664812084
2018-09-27,591.8484633385339
2018-09-28,931.8784827770091
2018-10-01,963.5265057610625
2018-10-02,631.6269366249
2018-10-03,734.8889248695751
2018-10-04,623.9507128383508
2018-10-05,1025.0569796024972
2018-10-08,581.7598653778756
2018-10-09,968.7548320089722
2018-10-10,729.4860946947806
2018-10-11,920.1232739206857
2018-10-12,897.6767952855904
2018-10-15,1063.236122366368
2018-10-16,321.23762431636936
2018-10-17,1014.1586589045061
2018-10-18,901.3399245370417
2018-10-19,735.1090100037529
2018-10-22,721.3428895690485
2018-10-23,867.7970349730358
2018-10-24,708.0015418621766
