date,BOREO,ELISA,ICP1V,MEKKO,NDA-FI,NESTE,OLVAS,SAMPO,UPM,YIT
2014-12-09,3.412212371826172,15.383612632751465,0.3116739988327026,1.3349940776824951,5.168290615081787,4.881360530853272,15.422765731811523,21.76735496520996,8.450420379638672,3.4700124263763428
2014-12-10,3.412212371826172,15.455314636230469,0.3167830109596252,1.3349940776824951,5.178615093231201,4.937263011932373,15.551345825195312,21.71714782714844,8.494962692260742,3.443397283554077
2014-12-11,3.412212371826172,15.572649955749512,0.3321110010147095,1.3349940776824951,5.150218486785889,4.949968338012695,15.92994785308838,21.912397384643555,8.456783294677734,3.420107841491699
2014-12-12,3.412212371826172,15.18805980682373,0.3321110010147095,1.3349940776824951,4.987579822540283,4.700944423675537,16.179975509643555,21.43822479248047,8.259521484375,3.356895685195923
2014-12-15,3.412212371826172,14.692655563354492,0.3014549911022186,1.3423292636871338,4.85850191116333,4.739060401916504,16.058536529541016,21.025413513183597,8.074987411499023,3.1140284538269043
2014-12-16,3.412212371826172,14.484061241149902,0.3014549911022186,1.3056535720825195,4.734586238861084,4.827997207641602,15.808512687683104,21.19834518432617,8.399513244628906,2.943687915802002
2014-12-17,3.3319246768951416,14.431914329528809,0.3423300087451935,1.3203237056732178,4.701026439666748,4.9779205322265625,15.64421844482422,20.99193954467773,8.393150329589844,2.87448787689209
2014-12-18,3.3319246768951416,14.803465843200684,0.3423300087451935,1.3203237056732178,4.80687141418457,5.033822536468506,15.715648651123049,21.521900177001957,8.69222354888916,2.992926836013794
2014-12-19,3.3319246768951416,14.914281845092772,0.3167830109596252,1.3203237056732178,4.827523231506348,5.066856861114502,15.794229507446287,21.694833755493164,8.622227668762207,2.942357063293457
2014-12-22,3.3319246768951416,14.959912300109863,0.3167830109596252,1.3129886388778689,4.861083507537842,5.03636360168457,15.537063598632812,21.99607276916504,8.787672996520996,2.8638410568237305
2014-12-23,3.3319246768951416,14.959912300109863,0.3167830109596252,1.3628675937652588,4.935949325561523,5.143087863922119,15.294185638427734,22.102066040039062,8.85766887664795,2.921065092086792
2014-12-29,3.291780948638916,14.959912300109863,0.3065640032291412,1.301252365112305,4.9772539138793945,5.051610469818115,15.065589904785156,22.102066040039062,8.800398826599121,2.894449234008789
2014-12-30,3.1793785095214844,14.738283157348633,0.3065640032291412,1.3056535720825195,4.974672317504883,5.097348213195801,15.051308631896973,21.655784606933597,8.666769981384277,2.8412182331085205
2015-01-02,3.0589475631713867,14.783913612365724,0.3423300087451935,1.356999397277832,4.964345932006836,5.084644317626953,14.965584754943848,21.845457077026367,8.762219429016113,2.9277188777923584
2015-01-05,3.123177528381348,14.601393699645996,0.3167830109596252,1.3423292636871338,4.850757122039795,5.059232234954834,15.322755813598633,21.60557746887207,8.596774101257324,2.8425488471984863
2015-01-07,3.0990915298461914,14.940356254577637,0.3372209966182709,1.3716696500778198,4.781055450439453,5.234565734863281,15.001300811767578,21.35454559326172,8.654044151306152,2.845210552215576
2015-01-08,3.0990915298461914,14.881691932678224,0.3065640032291412,1.4083452224731443,4.8378496170043945,5.287928581237793,14.965584754943848,21.817562103271484,8.794035911560059,2.992926836013794
2015-01-09,3.1312060356140137,14.9012451171875,0.3065640032291412,1.4156804084777832,4.750076770782471,5.163417339324951,15.079876899719238,21.75619888305664,8.787672996520996,2.975627422332764
2015-01-12,3.1312060356140137,15.025099754333496,0.2963460087776184,1.4215487241744995,4.762983798980713,5.272681713104248,15.858516693115234,21.76735496520996,8.946755409240723,3.0022430419921875
2015-01-13,3.3961546421051025,15.448796272277832,0.3014549911022186,1.43035089969635,4.7939629554748535,5.259976863861084,15.965672492980955,22.057435989379883,9.023113250732422,3.018211603164673
2015-01-14,3.251637458801269,15.10983657836914,0.291236013174057,1.4083452224731443,4.734586238861084,5.34128999710083,15.887091636657717,21.82314109802246,8.927664756774902,2.9011037349700928
2015-01-15,3.219522476196289,15.298871994018556,0.281017005443573,1.3775378465652466,4.871409893035889,5.475966453552246,16.029964447021484,21.92913055419922,9.06129264831543,2.991595983505249
2015-01-16,3.219522476196289,15.17502212524414,0.2759079933166504,1.4435539245605469,4.943693161010742,5.633511066436768,16.42999839782715,22.23595428466797,9.214011192321776,3.0727744102478027
2015-01-20,3.420240879058838,15.898571968078612,0.2759079933166504,1.4670262336730957,5.044374942779541,5.666544437408447,16.651443481445312,22.7714900970459,9.169468879699709,3.213836908340454
2015-01-21,3.428269386291504,15.92464828491211,0.2963460087776184,1.4670262336730957,5.0495381355285645,5.59031343460083,16.658588409423828,22.877479553222656,9.32855224609375,3.3069911003112797
2015-01-22,3.4523558616638184,16.068052291870117,0.291236013174057,1.4670262336730957,5.26122522354126,5.536951541900635,16.715736389160156,23.45206642150879,9.5767183303833,3.5465316772460938
2015-01-23,3.4523558616638184,16.504789352416992,0.3065640032291412,1.481696605682373,5.312857151031494,5.963847637176514,17.122909545898438,23.97644424438477,9.780343055725098,3.682936906814575
2015-01-26,3.4362986087799072,16.635160446166992,0.281017005443573,1.4670262336730957,5.348998546600342,6.149343967437744,16.42999839782715,24.08243751525879,10.041236877441406,3.6230525970458975
2015-01-27,3.444326877593994,16.34834861755371,0.2861270010471344,1.450889229774475,5.3644890785217285,6.098523616790772,16.179975509643555,23.7365665435791,9.74216365814209,3.443397283554077
2015-01-28,3.428269386291504,16.139759063720703,0.2861270010471344,1.4596914052963257,5.772375583648682,6.116311073303223,16.2156925201416,24.32789421081543,9.812159538269045,3.400146245956421
2015-01-29,3.428269386291504,16.120197296142578,0.281017005443573,1.4523561000823977,5.8601484298706055,6.253527641296387,16.608583450317383,23.98760032653809,9.793068885803224,3.325622320175171
2015-01-30,3.428269386291504,15.364057540893556,0.3116739988327026,1.4904989004135132,5.834332942962647,6.225575923919678,17.20149040222168,23.942975997924805,9.920333862304688,3.436742782592773
