date,tic,open,high,low,close,volume
2014-11-03,BOREO.HE,4.090000152587891,4.199999809265137,4.090000152587891,3.356010675430298,3010
2014-11-03,ELISA.HE,21.899999618530273,22.049999237060547,21.729999542236328,14.242877960205078,556639
2014-11-03,ICP1V.HE,0.2656889855861664,0.2656889855861664,0.2656889855861664,0.2656889855861664,1878
2014-11-03,MEKKO.HE,1.899999976158142,1.899999976158142,1.8600000143051147,1.4025523662567139,16115
2014-11-03,NDA-FI.HE,10.199999809265137,10.229999542236328,9.9399995803833,5.157962799072266,952017
2014-11-03,NESTE.HE,5.730000019073486,5.730000019073486,5.633333206176758,4.318699359893799,3568551
2014-11-03,OLVAS.HE,23.43000030517578,23.43000030517578,22.489999771118164,16.35856056213379,14486
2014-11-03,SAMPO.HE,34.185142517089844,34.364402770996094,33.85350799560547,20.640121459960938,587829
2014-11-03,UPM.HE,12.600000381469727,12.760000228881836,12.520000457763672,8.004990577697754,2219219
2014-11-03,YIT.HE,5.329999923706055,5.394999980926514,5.304999828338623,3.573530673980713,445182
2014-11-04,BOREO.HE,4.170000076293945,4.170000076293945,4.170000076293945,3.347982168197632,500
2014-11-04,ELISA.HE,21.850000381469727,22.059999465942383,21.790000915527344,14.268952369689941,423687
2014-11-04,ICP1V.HE,0.2656889855861664,0.2656889855861664,0.2656889855861664,0.2656889855861664,9
2014-11-04,MEKKO.HE,1.850000023841858,1.8519999980926514,1.850000023841858,1.3801950216293335,1750
2014-11-04,NDA-FI.HE,9.989999771118164,10.069999694824219,9.899999618530273,5.134728908538818,939941
2014-11-04,NESTE.HE,5.703332901000977,5.7133331298828125,5.623332977294922,4.288427829742432,2513781
2014-11-04,OLVAS.HE,22.850000381469727,22.860000610351562,22.5,16.07282257080078,6170
2014-11-04,SAMPO.HE,33.987953186035156,34.364402770996094,33.987953186035156,20.75984001159668,681740
2014-11-04,UPM.HE,12.539999961853027,12.729999542236328,12.449999809265137,7.9795379638671875,2170386
2014-11-04,YIT.HE,5.389999866485596,5.40500020980835,5.28000020980835,3.566901445388794,475415
2014-11-05,BOREO.HE,4.179999828338623,4.300000190734863,4.179999828338623,3.4122121334075928,3321
2014-11-05,ELISA.HE,21.969999313354492,22.270000457763672,21.950000762939453,14.477544784545898,327909
2014-11-05,ICP1V.HE,0.2656889855861664,0.2656889855861664,0.2656889855861664,0.2656889855861664,0
2014-11-05,MEKKO.HE,1.8839999437332153,1.8960000276565552,1.8799999952316284,1.4129858016967773,2445
2014-11-05,NDA-FI.HE,10.0,10.140000343322754,10.0,5.235409736633301,895311
2014-11-05,NESTE.HE,5.670000076293945,5.9466657638549805,5.666666030883789,4.500326156616211,3879501
2014-11-05,OLVAS.HE,22.34000015258789,23.1299991607666,22.280000686645508,16.52286148071289,6858
2014-11-05,SAMPO.HE,34.34647750854492,34.73188781738281,34.185142517089844,21.086336135864258,765819
2014-11-05,UPM.HE,12.59000015258789,12.710000038146973,12.520000457763672,8.068624496459961,2317599
2014-11-05,YIT.HE,5.400000095367432,5.440000057220459,5.355000019073486,3.5801610946655273,466071
2014-11-06,BOREO.HE,4.239999771118164,4.25,4.239999771118164,3.4122121334075928,804
2014-11-06,ELISA.HE,22.100000381469727,22.329999923706055,21.959999084472656,14.438431739807129,406318
2014-11-06,ICP1V.HE,0.25547000765800476,0.2963460087776184,0.25547000765800476,0.2963460087776184,1683
2014-11-06,MEKKO.HE,1.9179999828338623,1.965999960899353,1.9179999828338623,1.460681676864624,33690
2014-11-06,NDA-FI.HE,10.149999618530273,10.180000305175781,9.9399995803833,5.157962799072266,1177501
2014-11-06,NESTE.HE,5.943333148956299,6.260000228881836,5.896666049957275,4.611320972442627,8775768
2014-11-06,OLVAS.HE,23.0,23.799999237060547,22.959999084472656,16.64430046081543,5897
2014-11-06,SAMPO.HE,34.776702880859375,34.812557220458984,34.16721725463867,20.776165008544922,940019
2014-11-06,UPM.HE,12.65999984741211,12.90999984741211,12.569999694824219,8.151346206665039,2724681
2014-11-06,YIT.HE,5.409999847412109,5.690000057220459,5.400000095367432,3.7160751819610596,982623
2014-11-07,BOREO.HE,4.289999961853027,4.289999961853027,4.289999961853027,3.444326400756836,250
2014-11-07,ELISA.HE,22.149999618530273,22.149999618530273,21.760000228881836,14.229842185974121,216717
