Wall time;Step;Value
1736589843.4272397;77600;0,000479535
1736589844.616324;77700;0,00023082
1736589845.7633677;77800;0,000133471
1736589847.102587;77900;0,000188491
1736589847.9423516;78000;0,00031927
1736589849.3095968;78100;0,000983188
1736589850.4516366;78200;3,64E-05
1736589851.7237961;78300;0,000102785
1736589853.7136073;78400;0,00025761
1736589854.845639;78500;0,000958797
1736589856.1978712;78600;0,000218934
1736589857.6772177;78700;0,000600191
1736589858.4939723;78800;0,00021366
1736589859.6900606;78900;0,001712707
1736589860.840108;79000;0,000267914
1736589862.5676816;79100;0,001294009
1736589863.97196;79200;0,000948771
1736589865.1300147;79300;0,000106077
1736589866.2760596;79400;3,22E-05
1736589867.3049963;79500;0,001127053
1736589868.3219223;79600;4,88E-05
1736589868.9985387;79700;0,000257277
1736589869.935391;79800;0,000120319
1736589871.340672;79900;5,32E-05
1736589872.2955408;80000;3,81E-05
1736589873.5506845;80100;0,000240341
1736589874.8939073;80200;6,17E-06
1736589875.9919074;80300;0,000179728
1736589877.4682515;80400;0,00027224
1736589878.6433222;80500;0,000385739
1736589879.5931866;80600;0,000420254
1736589880.9153912;80700;6,01E-05
1736589881.7881863;80800;6,32E-05
1736589883.2995625;80900;0,000306737
1736589884.2234042;81000;0,000369784
1736589885.253342;81100;0,000791343
1736589886.2532516;81200;0,000571232
1736589887.2891955;81300;7,86E-05
1736589888.7004805;81400;0,000613246
1736589890.0286903;81500;0,000523895
1736589891.1336963;81600;0,000163943
1736589892.0935702;81700;0,000118411
1736589893.2986684;81800;0,000412236
1736589894.3516273;81900;3,31E-05
1736589895.2164156;82000;0,000160485
1736589896.4355252;82100;0,000174708
1736589897.5435345;82200;4,14E-05
1736589900.4401722;82300;0,000196903
1736589901.5121481;82400;0,000702636
1736589903.1246164;82500;0,000150979
1736589904.4908605;82600;0,000319541
1736589905.6939566;82700;0,000274397
1736589906.608789;82800;0,000490309
1736589907.9480093;82900;0,000209131
1736589910.0399148;83000;2,13E-05
1736589911.1279054;83100;0,000424773
1736589912.0107086;83200;0,000342914
1736589912.9385538;83300;1,69E-05
1736589913.619174;83400;0,000497826
1736589914.6991584;83500;9,03E-05
1736589915.863217;83600;0,000232196
1736589917.3095343;83700;0,000190159
1736589918.2724118;83800;8,37E-05
1736589919.2763257;83900;0,000137797
1736589920.2021697;84000;9,54E-05
1736589921.1590407;84100;0,000230245
1736589922.4832456;84200;0,00037694
1736589924.6862526;84300;0,000167696
1736589926.1205585;84400;0,000474706
1736589927.5668755;84500;0,000109549
1736589928.52575;84600;0,000161144
1736589929.4706104;84700;0,000602701
1736589930.830848;84800;0,000145698
1736589931.646591;84900;0,000182663
1736589932.821661;85000;0,000155626
1736589933.933674;85100;0,000635315
1736589935.0797174;85200;0,000448166
1736589936.5910947;85300;0,00058369
1736589938.0784483;85400;0,000190582
1736589939.6078422;85500;0,000213971
1736589940.7949228;85600;0,000209158
1736589942.4174;85700;5,85E-05
1736589943.5284126;85800;0,000207313
1736589944.8215895;85900;3,13E-05
1736589945.4932008;86000;0,00010129
1736589946.7443407;86100;0,000324382
1736589948.8942995;86200;5,20E-05
1736589949.9762857;86300;0,001552704
1736589951.1103177;86400;0,000183582
1736589952.470556;86500;6,56E-05
1736589953.4894838;86600;6,15E-05
1736589954.2571821;86700;0,000267655
1736589955.2260654;86800;0,000414711
1736589956.0938547;86900;0,000694756
1736589957.0937665;87000;0,000201693
1736589958.1457238;87100;0,00069357
1736589959.3107848;87200;0,000178913
1736589960.8111508;87300;8,08E-05
1736589962.1323543;87400;0,000200794
1736589963.2473695;87500;0,000157978
1736589964.3043323;87600;3,42E-05
1736589965.1631143;87700;0,000172581
1736589966.6464653;87800;0,000447284
1736589967.7244475;87900;0,000134898
1736589969.1287265;88000;7,59E-05
1736589970.3408298;88100;4,76E-05
1736589972.528822;88200;9,51E-05
1736589973.2955208;88300;0,000425001
1736589974.6077158;88400;0,001287769
1736589975.7877905;88500;0,00026595
1736589977.061951;88600;0,000505688
1736589977.7866104;88700;0,000732106
1736589979.0477586;88800;9,79E-05
1736589980.3839755;88900;0,000544353
1736589981.272785;89000;0,000577208
1736589982.2917137;89100;0,000120234
1736589983.466783;89200;4,48E-05
1736589984.726932;89300;5,27E-05
1736589985.6127384;89400;0,000185103
1736589986.367425;89500;0,000247383
1736589987.6255703;89600;7,82E-05
1736589988.6875384;89700;0,000173054
1736589989.9596963;89800;2,71E-05
1736589990.8725271;89900;0,000155611
1736589991.6932752;90000;6,69E-06
1736589992.9243968;90100;0,000391402
1736589994.4157546;90200;9,63E-05
1736589995.242508;90300;0,000135002
1736589996.8789983;90400;4,55E-05
1736589997.7367797;90500;3,65E-05
1736589998.444424;90600;5,83E-05
1736589998.935872;90700;0,000226317
1736589999.8607128;90800;0,000140509
1736590001.1038458;90900;0,000386999
1736590001.8555298;91000;0,000421974
1736590002.6332386;91100;5,97E-05
1736590003.6651783;91200;0,000142776
1736590005.3527157;91300;0,000241597
1736590006.6508968;91400;0,000112152
1736590007.8599987;91500;0,00014781
1736590008.8569064;91600;0,000363438
1736590009.9308836;91700;0,000126267
1736590011.2560914;91800;0,00318687
1736590012.6723816;91900;0,000117871
1736590013.872475;92000;0,000113979
1736590015.889311;92100;0,000157905
1736590017.2945902;92200;0,000440048
1736590019.1873145;92300;0,000821557
1736590020.1221652;92400;0,000227791
1736590021.0159802;92500;0,000193554
1736590022.4632967;92600;0,00033387
1736590023.7314517;92700;0,000240141
1736590024.7323635;92800;0,000210994
1736590026.1246321;92900;0,00112015
1736590027.151566;93000;0,000204303
1736590028.7860556;93100;0,000145935
1736590029.8600338;93200;6,98E-05
1736590030.9560316;93300;1,47E-05
1736590032.4553971;93400;0,00048258
1736590033.8306494;93500;0,000306306
1736590035.1408427;93600;6,07E-05
1736590036.4370234;93700;0,000216068
1736590037.586075;93800;0,000115984
1736590038.832211;93900;0,000209607
1736590039.6249325;94000;7,82E-05
1736590041.4856274;94100;0,000310001
1736590042.4625175;94200;0,000162304
1736590044.0269418;94300;4,84E-05
1736590045.1639762;94400;3,82E-05
1736590046.476172;94500;0,001698828
1736590047.6942806;94600;0,000174786
1736590048.5360482;94700;0,000206209
1736590049.8442385;94800;0,000513218
1736590051.9061172;94900;0,000504902
1736590053.0681746;95000;0,000751416
1736590054.1962018;95100;0,000213126
1736590055.5043943;95200;0,000464957
1736590056.648435;95300;0,000228625
1736590057.5252347;95400;4,09E-05
1736590059.125692;95500;9,98E-05
1736590061.000399;95600;0,00026024
1736590062.7089546;95700;2,59E-05
1736590063.8650076;95800;6,41E-05
1736590064.5246077;95900;4,48E-05
1736590066.5244298;96000;6,21E-05
1736590067.6644676;96100;0,000364295
1736590068.8845794;96200;0,000130451
1736590070.6912246;96300;0,000351184
1736590071.6170676;96400;9,21E-05
1736590072.6099715;96500;0,000192991
1736590073.9071538;96600;0,000994699
1736590074.8740335;96700;0,000313866
1736590076.4684856;96800;0,000259525
1736590077.6735833;96900;0,000336319
1736590078.734549;97000;6,04E-05
1736590080.1938784;97100;0,001079063
1736590081.5491118;97200;6,81E-05
1736590083.055484;97300;8,13E-05
1736590084.036378;97400;0,000270733
1736590085.3045325;97500;0,000359606
1736590086.6247382;97600;0,000158403
1736590087.8818836;97700;0,000169991
1736590088.560501;97800;1,79E-05
1736590090.188984;97900;2,15E-05
1736590093.3538656;98000;0,000193443
1736590094.9242961;98100;0,000356349
1736590095.90519;98200;0,000503165
1736590096.7809875;98300;0,000108397
1736590097.686812;98400;0,000120933
1736590099.1931849;98500;0,001743153
1736590100.2501462;98600;0,00014531
1736590101.8295848;98700;0,000520508
1736590102.9375937;98800;0,000195799
1736590104.5260408;98900;7,74E-05
1736590105.839239;99000;3,72E-05
1736590107.2234967;99100;0,000142256
1736590108.831962;99200;0,000246068
1736590110.112128;99300;8,45E-05
1736590111.3993006;99400;9,05E-05
1736590112.630421;99500;8,71E-05
1736590113.7124062;99600;4,84E-05
1736590114.4390693;99700;0,000389888
1736590115.7672782;99800;4,69E-06
1736590116.9613657;99900;1,89E-06
1736590119.5977662;100000;0,000170385
