BOREO,ELISA,ICP1V,MEKKO,NDA-FI,NESTE,OLVAS,SAMPO,UPM,YIT
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.12523019313812256,0.12523019313812256,0.12523019313812256,0.046069614589214325,0.1104099377989769,0.12523019313812256,0.12523019313812256,0.12523019313812256,0.046069614589214325,0.046069614589214325
0.12340135872364044,0.12340135872364044,0.12340135872364044,0.12340135872364044,0.045396819710731506,0.045396819710731506,0.12340135872364044,0.12340135872364044,0.12340135872364044,0.045396819710731506
0.06555722653865814,0.06555722653865814,0.1782030314207077,0.1766619086265564,0.07358863204717636,0.06555722653865814,0.06555722653865814,0.06555722653865814,0.1782030314207077,0.06555722653865814
0.05460984632372856,0.14430029690265656,0.05308510735630989,0.14430029690265656,0.14430029690265656,0.14430029690265656,0.06463330239057541,0.05308510735630989,0.05308510735630989,0.14430029690265656
0.11841361224651337,0.11841361224651337,0.11841361224651337,0.11841361224651337,0.04356193169951439,0.11841361224651337,0.08398084342479706,0.11841361224651337,0.04356193169951439,0.11841361224651337
0.053788281977176666,0.14621171355247498,0.053788281977176666,0.14621171355247498,0.14621171355247498,0.053788281977176666,0.053788281977176666,0.14621171355247498,0.053788281977176666,0.14621171355247498
0.14091064035892487,0.14091064035892487,0.05183812603354454,0.14091064035892487,0.05183812603354454,0.14091064035892487,0.06349104642868042,0.05183812603354454,0.07644131779670715,0.14091064035892487
0.12340135872364044,0.045396819710731506,0.045396819710731506,0.12340135872364044,0.12340135872364044,0.12340135872364044,0.12340135872364044,0.045396819710731506,0.12340135872364044,0.12340135872364044
0.06234673783183098,0.048285529017448425,0.1312536895275116,0.048285529017448425,0.1312536895275116,0.1312536895275116,0.1312536895275116,0.0836302638053894,0.1312536895275116,0.10118348151445389
0.05776098743081093,0.05776098743081093,0.15701065957546234,0.15701065957546234,0.05776098743081093,0.15701065957546234,0.05776098743081093,0.05819060280919075,0.08272287994623184,0.15701065957546234
0.053788281977176666,0.053788281977176666,0.053788281977176666,0.14621171355247498,0.053788281977176666,0.14621171355247498,0.053788281977176666,0.14621171355247498,0.14621171355247498,0.14621171355247498
0.16615039110183716,0.061123307794332504,0.1348089724779129,0.061123307794332504,0.061123307794332504,0.061123307794332504,0.16615039110183716,0.16615039110183716,0.061123307794332504,0.061123307794332504
0.07215036451816559,0.15155544877052307,0.15155544877052307,0.05575413256883621,0.05575413256883621,0.09342648088932037,0.11583192646503448,0.0966624841094017,0.05575413256883621,0.15155544877052307
0.05139434337615967,0.13970431685447693,0.13970431685447693,0.13970431685447693,0.09590105712413788,0.13970431685447693,0.05139434337615967,0.13970431685447693,0.05139434337615967,0.05139434337615967
0.045396819710731506,0.12340135872364044,0.12340135872364044,0.12340135872364044,0.045396819710731506,0.12340135872364044,0.12340135872364044,0.12340135872364044,0.045396819710731506,0.12340135872364044
0.058946702629327774,0.1602337509393692,0.15034782886505127,0.1602337509393692,0.058946702629327774,0.07421740889549255,0.058946702629327774,0.058946702629327774,0.1602337509393692,0.058946702629327774
0.13724109530448914,0.12054012715816498,0.17465563118457794,0.06425221264362335,0.06425221264362335,0.17465563118457794,0.06425221264362335,0.06425221264362335,0.06425221264362335,0.07164649665355682
0.1491108238697052,0.1491108238697052,0.054854802787303925,0.12928266823291779,0.1491108238697052,0.054854802787303925,0.054854802787303925,0.054854802787303925,0.1491108238697052,0.054854802787303925
0.14621171355247498,0.053788281977176666,0.14621171355247498,0.053788281977176666,0.053788281977176666,0.14621171355247498,0.053788281977176666,0.14621171355247498,0.14621171355247498,0.053788281977176666
0.2020062804222107,0.07431395351886749,0.07431395351886749,0.07431395351886749,0.07431395351886749,0.07578973472118378,0.2020062804222107,0.07431395351886749,0.07431395351886749,0.07431395351886749
0.18479083478450775,0.06798074394464493,0.06798074394464493,0.06798074394464493,0.06850791722536087,0.18479083478450775,0.14195214211940765,0.06798074394464493,0.06798074394464493,0.08005458116531372
0.05174171179533005,0.14064855873584747,0.14064855873584747,0.05174171179533005,0.08979033678770065,0.14064855873584747,0.05174171179533005,0.14064855873584747,0.05174171179533005,0.14064855873584747
0.053816914558410645,0.053816914558410645,0.053816914558410645,0.053816914558410645,0.14628955721855164,0.14575718343257904,0.14628955721855164,0.14628955721855164,0.14628955721855164,0.053816914558410645
0.16110125184059143,0.05926583707332611,0.05926583707332611,0.16110125184059143,0.05926583707332611,0.05926583707332611,0.05926583707332611,0.05926583707332611,0.16110125184059143,0.16110125184059143
0.04923757538199425,0.1338416188955307,0.1338416188955307,0.1338416188955307,0.04923757538199425,0.1338416188955307,0.04923757538199425,0.04923757538199425,0.1338416188955307,0.1338416188955307
0.07442378997802734,0.20230485498905182,0.07442378997802734,0.07442378997802734,0.07442378997802734,0.07442378997802734,0.07442378997802734,0.07442378997802734,0.20230485498905182,0.07442378997802734
0.12881407141685486,0.12881407141685486,0.12881407141685486,0.047388046979904175,0.08121618628501892,0.12881407141685486,0.12881407141685486,0.047388046979904175,0.06284690648317337,0.11709050834178925
0.17583441734313965,0.0646858662366867,0.0646858662366867,0.08438152074813843,0.0646858662366867,0.17583441734313965,0.17583441734313965,0.0646858662366867,0.0646858662366867,0.0646858662366867
0.13768801093101501,0.13768801093101501,0.13768801093101501,0.13768801093101501,0.10894953459501266,0.05065258592367172,0.05065258592367172,0.05065258592367172,0.13768801093101501,0.05065258592367172
0.06251297146081924,0.1045968160033226,0.07305469363927841,0.06251297146081924,0.06251297146081924,0.06251297146081924,0.16992788016796112,0.16992788016796112,0.16992788016796112,0.06251297146081924
0.05268482491374016,0.13335633277893066,0.13335633277893066,0.13335633277893066,0.049059052020311356,0.049059052020311356,0.13335633277893066,0.13335633277893066,0.13335633277893066,0.049059052020311356
