BOREO,ELISA,ICP1V,MEKKO,NDA-FI,NESTE,OLVAS,SAMPO,UPM,YIT
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1523890346288681,0.10969941318035126,0.1523890346288681,0.1523890346288681,0.0560607872903347,0.1523890346288681,0.0560607872903347,0.0560607872903347,0.056501276791095734,0.0560607872903347
0.07884521782398224,0.07427474111318588,0.07427474111318588,0.07427474111318588,0.11518534272909164,0.07427474111318588,0.07427474111318588,0.1584213525056839,0.07427474111318588,0.2018996775150299
0.14621171355247498,0.14621171355247498,0.053788281977176666,0.053788281977176666,0.053788281977176666,0.053788281977176666,0.14621171355247498,0.053788281977176666,0.14621171355247498,0.14621171355247498
0.051437631249427795,0.13982199132442474,0.13982199132442474,0.051437631249427795,0.051437631249427795,0.09513946622610092,0.13982199132442474,0.13982199132442474,0.051437631249427795,0.13982199132442474
0.1426415592432022,0.07384893298149109,0.07384893298149109,0.07384893298149109,0.2007422298192978,0.07384893298149109,0.13967365026474,0.07384893298149109,0.07384893298149109,0.07384893298149109
0.06830400228500366,0.09259946644306183,0.06830400228500366,0.06872852891683578,0.06830400228500366,0.06830400228500366,0.18566954135894775,0.06830400228500366,0.12581294775009155,0.18566954135894775
0.06598550081253052,0.06598550081253052,0.17936718463897705,0.06598550081253052,0.06598550081253052,0.06598550081253052,0.17936718463897705,0.06598550081253052,0.06598550081253052,0.17936718463897705
0.057896774262189865,0.057896774262189865,0.057896774262189865,0.15737976133823395,0.08099706470966339,0.15737976133823395,0.057896774262189865,0.15737976133823395,0.057896774262189865,0.15737976133823395
0.06598550081253052,0.17936718463897705,0.06598550081253052,0.06598550081253052,0.06598550081253052,0.06598550081253052,0.06598550081253052,0.17936718463897705,0.17936718463897705,0.06598550081253052
0.12340135872364044,0.045396819710731506,0.045396819710731506,0.045396819710731506,0.12340135872364044,0.12340135872364044,0.12340135872364044,0.12340135872364044,0.12340135872364044,0.12340135872364044
0.17221607267856598,0.0633547455072403,0.17221607267856598,0.17221607267856598,0.0633547455072403,0.0633547455072403,0.0633547455072403,0.0633547455072403,0.10322331637144089,0.0633547455072403
